,Company,Rating,Job_Title,Location,Salary,Job_Description,URL
764,Logic20/20,3.7,Machine Learning Engineer,"San Jose, CA",88K-154K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2613&ao=133080&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&cs=1_d112751b&cb=1604569338332&jobListingId=3720989053
765,Tempus,3.3,Machine Learning Scientist - Bay,"Redwood City, CA",60K-105K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2614&ao=1091461&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f73c32fc&cb=1604569338333&jobListingId=3663437365
766,Ericsson-Worldwide,3.8,Data Engineer,"Santa Clara, CA",110K-201K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2615&ao=37049&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&cs=1_634fc541&cb=1604569338333&jobListingId=3731817789
767,ServiceChannel,3.5,Data Engineer,"Pleasanton, CA",69K-128K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2616&ao=1091461&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&cs=1_86ace61c&cb=1604569338333&jobListingId=3688167856
768,Celandyne Software Solutions,,Data-Modeler-Oracle-Development,"Santa Clara, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2617&ao=1091461&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&cs=1_64cc3852&cb=1604569338341&jobListingId=3663399178
769,King.com,3.1,Senior Machine Learning Engineer - Activision Blizzard Media,"Foster City, CA",123K-202K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2618&ao=1091461&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&cs=1_8d0b2f04&cb=1604569338334&jobListingId=3698033477
770,Tempus,3.3,"Machine Learning Scientist, Radiology","Redwood City, CA",65K-113K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2619&ao=1091461&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_49dda0d8&cb=1604569338334&jobListingId=3720494321
771,Glodon USA,3.7,(Senior)Machine Learning Engineer,"Sunnyvale, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2620&ao=46442&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&cs=1_abd39cac&cb=1604569338339&jobListingId=3728281890
772,SSIT Inc,4.9,Big Data Engineer,"San Jose, CA",74K-134K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2621&ao=1091454&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_63dbc23e&cb=1604569338335&jobListingId=3733726068
773,Tempus Labs,3.4,Machine Learning Scientist - Knowledge Graphs,"Redwood City, CA",107K-177K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2622&ao=8095&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1cf6c62e&cb=1604569338336&jobListingId=3648003310
774,GokeUSLab,2,ENGINEER - MACHINE LEARNING ENGINEER,"Santa Clara, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2623&ao=1091461&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&cs=1_13a6807a&cb=1604569338337&jobListingId=3663415207
775,McAfee,3.6,Lead Big Data Engineer,"San Jose, CA",119K-219K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2624&ao=63399&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&cs=1_ebc1f069&cb=1604569338337&jobListingId=3709750851
776,APR Consulting Inc,3.6,Big Data Engineer,"Sunnyvale, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2625&ao=1044072&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_54b6bced&cb=1604569338337&jobListingId=3715439396
777,Albertsons Companies,3.4,Director Data Science,"Pleasanton, CA",148K-232K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2626&ao=839937&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&cs=1_a77499c1&cb=1604569338337&jobListingId=3684408382
778,Jobot,5,Software/Data Engineer,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2627&ao=798489&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&cs=1_88cf90ec&cb=1604569338338&jobListingId=3731271193
779,"nexus IT group, Inc.",,Machine Learning Engineer AR/VR,"Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2628&ao=60007&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&cs=1_90e4ba69&cb=1604569338339&jobListingId=3683108307
780,Concept Tapestry,,Java Machine Learning Programmers Scientists,"Santa Clara, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2629&ao=1091461&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&cs=1_46ab44b5&cb=1604569338340&jobListingId=3663400681
781,Niantic,4,"Senior Scientist, Computer Vision/Machine Learning","Sunnyvale, CA",132K-227K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2630&ao=271757&s=58&guid=0000017597c91028a350d54e0aa95403&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1d72d226&cb=1604569338341&jobListingId=3647646941
782,LaBine and Associates,5,Backend / Data Engineer,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2701&ao=36811&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_f011e082&cb=1604569346584&jobListingId=3723462692
783,IntelliPro Group Inc.,4.2,Machine Learning Engineer,"Sunnyvale, CA",107K-174K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2702&ao=4341&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2890b013&cb=1604569346584&jobListingId=3408788285
784,SANTA CLARA COUNTY OFFICE OF EDUCATION,3.5,Data Engineer,"San Jose, CA",79K-148K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2703&ao=1091454&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_67b7b2f5&cb=1604569346584&jobListingId=3732868783
785,Adobe,4.3,Computer Scientist--Cloud Technology,"San Jose, CA",94K-142K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2704&ao=1091461&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_263da80b&cb=1604569346584&jobListingId=3697343839
786,CrowdStrike,3.9,Platform Data Engineer (Remote),"Sunnyvale, CA",120K-214K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2705&ao=1044074&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_1ccfa6c3&cb=1604569346585&jobListingId=3729788420
787,Intuit,4.3,Group Manager - Data Science,"Mountain View, CA",128K-205K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2706&ao=1053778&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_e65bf98d&cb=1604569346586&jobListingId=3726421712
788,General Automation Lab Technologies,,"Assay Development Scientist, Genomics","San Carlos, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2707&ao=1091461&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_244d4384&cb=1604569346588&jobListingId=3663440486
789,GENENTECH,4.1,Senior Engineer/Technical Development Scientist,"South San Francisco, CA",35K-210K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2708&ao=1044074&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_4d055f5c&cb=1604569346588&jobListingId=3723195660
790,MW Partners,3.7,Data Analyst,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2709&ao=9619&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_7d8f0713&cb=1604569346589&jobListingId=3712660733
791,Apple,4.2,Touch Sensor Architecture and Modeling Engineer,"Santa Clara, CA",80K-129K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2710&ao=191997&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_e7b52911&cb=1604569346591&jobListingId=3720988390
792,Stanford Health Care,3.9,Clinical Data Analyst II,"Palo Alto, CA",78K-133K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2711&ao=1091461&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_b60d54e1&cb=1604569346593&jobListingId=3663422337
793,Apple,4.2,Machine Learning Engineer - ML Platform,"Santa Clara, CA",134K-210K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2712&ao=191997&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_fa6ec3f8&cb=1604569346593&jobListingId=3558539544
794,Walmart,3.3,(USA) Senior Data Analyst - Ecomm,"Sunnyvale, CA",136K-217K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2713&ao=133042&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_cbe91138&cb=1604569346593&jobListingId=3667094031
795,Cisco Systems,4.2,CX Data Engineer,"San Jose, CA",107K-195K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2714&ao=133046&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_5e2f218e&cb=1604569346593&jobListingId=3727561142
796,Anzu Global,4.6,Italian Speaking Data Analyst J,"Cupertino, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2715&ao=1091461&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_f08b18ec&cb=1604569346594&jobListingId=3681156812
797,Harnham US,4.1,Senior Bioinformatics Scientist,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2716&ao=1044072&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_32a3712c&cb=1604569346595&jobListingId=3731805171
798,Northstar RG,,Sr. Data Scientist,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2717&ao=60007&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_fdbc4898&cb=1604569346596&jobListingId=3452914244
799,Intuit,4.2,Senior Machine Learning Engineer,"Mountain View, CA",132K-229K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2718&ao=1044074&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_86a2c088&cb=1604569346597&jobListingId=3732304495
800,Kaiser Permanente,4,Sr Consulting Data Analyst,"Union City, CA",78K-92K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2719&ao=133520&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_f1451a41&cb=1604569346597&jobListingId=3537477027
801,Govzilla,5,Senior Data Scientist,"Pleasanton, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2720&ao=1091461&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_16934927&cb=1604569346597&jobListingId=3663472212
802,Salesforce,4.4,Senior Applied Scientist - Salesforce Research,"Palo Alto, CA",25K-166K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2721&ao=133319&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_82ce3f22&cb=1604569346597&jobListingId=3682440325
803,Cisco Systems,4.2,Senior Data Scientist - Machine Learning group,"San Jose, CA",125K-199K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2722&ao=133046&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_c3f4cd4c&cb=1604569346600&jobListingId=3695361039
804,Denali Therapeutics,3.5,Biomarker Research Scientist,"South San Francisco, CA",66K-134K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2723&ao=1091461&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_dbc36aad&cb=1604569346600&jobListingId=3663470143
805,TikTok,4.1,"Machine Learning Engineer, Creative Center","Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2724&ao=934755&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_ebc113bf&cb=1604569346601&jobListingId=3602155128
806,AvionX,,Research Scientist - Exploit & Vulnerability,"Cupertino, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2725&ao=1091461&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_25fc9fd2&cb=1604569346601&jobListingId=3663372548
807,Stanford University School of Medicine,4.1,AS-R-Physical Science Research Scientist,"Stanford, CA",38K-89K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2726&ao=37049&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_b8f6c8a2&cb=1604569346601&jobListingId=3722772372
808,OPPO US Research Center,,Senior Research Scientist/Engineer-Text Detection/Recognition,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2727&ao=14295&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_5edaacb1&cb=1604569346601&jobListingId=3725438625
809,Albertsons Companies,3.4,Senior Data Scientist,"Pleasanton, CA",96K-152K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2728&ao=839937&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_9c1b608b&cb=1604569346601&jobListingId=3719639897
810,Smart Deck Solutions,5,Big data Engineer-Samsung,"Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2729&ao=37049&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_803505d3&cb=1604569346601&jobListingId=3422423954
811,Apple,4.2,Machine learning engineer - Perception,"Santa Clara, CA",134K-210K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2730&ao=191997&s=58&guid=0000017597c9303ea3dd578346c3cfab&src=GD_JOB_AD&t=SR&vt=w&cs=1_f2356d1f&cb=1604569346602&jobListingId=3570414661
812,Tri-City Health Center,2.4,Health Data Analyst,"Fremont, CA",46K-83K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2801&ao=799940&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_033fbead&cb=1604569354804&jobListingId=3646123781
813,Apple,4.2,Machine learning engineer - Perception,"Santa Clara, CA",134K-210K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2802&ao=191997&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_aa11dd0a&cb=1604569354805&jobListingId=3570414661
814,Pixl Inc.,5,Data Engineer,"Menlo Park, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2803&ao=1091454&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0932853d&cb=1604569354806&jobListingId=3710590240
815,NCR,3.5,Big Data Engineer,"Redwood City, CA",61K-117K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2804&ao=1091461&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_74d182f4&cb=1604569354807&jobListingId=3663441314
816,Ntelicor,4.6,Principal Data Scientist,"Sunnyvale, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2805&ao=1091461&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_de2b19e1&cb=1604569354808&jobListingId=3681160487
817,Bill Wilson center,3.8,Housing Navigator and Data Analyst,"Santa Clara, CA",43K-78K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2806&ao=4120&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_972248f2&cb=1604569354810&jobListingId=3704238448
818,ADAPT TECHNOLOGY,5,Machine Learning Engineer,"Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2807&ao=1091461&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_95fb7e3c&cb=1604569354811&jobListingId=3718992617
819,TikTok,4.1,Lead Machine Learning Engineer - Trust & Safety,"Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2808&ao=1091461&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_ce64b59b&cb=1604569354811&jobListingId=3663411018
820,Seagen,4.1,Data Scientist Bioinformatics,"South San Francisco, CA",117K-184K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2809&ao=133796&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_d642eca8&cb=1604569354812&jobListingId=3725214661
821,Zensar Technologies,3.3,Data Engineer,"San Jose, CA",98K-170K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2810&ao=1091461&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_f8f4c63b&cb=1604569354812&jobListingId=3723531125
822,Verkada,4.1,Backend/Data Engineer,"San Mateo, CA",125K-222K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2811&ao=798672&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_be9d82e0&cb=1604569354812&jobListingId=3728242845
823,Deepcell,,ML and Data Software Engineer,"Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2812&ao=1091461&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_066ed93f&cb=1604569354813&jobListingId=3727348688
824,Safeway Inc,3.2,Senior Data Scientist,"Pleasanton, CA",116K-182K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2813&ao=839937&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_c10451cf&cb=1604569354814&jobListingId=3719672900
825,CyberCoders,4.2,Senior Data Scientist - Geneticist (REMOTE),"South San Francisco, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2814&ao=1044072&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fe070174&cb=1604569354814&jobListingId=3733777865
826,Adobe,4.3,2021 Summer Intern - Data Engineer,"San Jose, CA",119K-218K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2815&ao=132917&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_4358ac1b&cb=1604569354815&jobListingId=3715251512
827,Apple,4.2,"ISE, Proactive - Machine Learning Engineer","Santa Clara, CA",134K-210K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2816&ao=4120&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_4ccaca7e&cb=1604569354815&jobListingId=3708960318
828,Veritas,3.4,Sr Data Scientist (Storage Systems Engineering) – United States,"Santa Clara, CA",128K-204K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2817&ao=135175&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_cb5a4add&cb=1604569354815&jobListingId=3710069593
829,GENENTECH,4.1,"Scientist (Bioinformatics), Research Pathology","South San Francisco, CA",115K-178K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2818&ao=1044074&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_ded2deec&cb=1604569354815&jobListingId=3697423606
830,LeanTaaS,3.9,"Data Engineer - Santa Clara, CA","Santa Clara, CA",93K-167K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2819&ao=148364&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_4ba3f0ac&cb=1604569354817&jobListingId=3724057609
831,Amazon,3.9,Senior ASR/NLP Scientist,"Sunnyvale, CA",141K-226K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2820&ao=133043&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_76f0775e&cb=1604569354818&jobListingId=3498460183
832,CVS Health,2.9,Lead Data Scientist,"Cupertino, CA",127K-202K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2821&ao=133456&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_c0d6169e&cb=1604569354818&jobListingId=3690170359
833,Two95 International Inc.,4,Data Analyst w/ Tealium - Remote Work,"San Mateo, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2822&ao=14295&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_b7b7498e&cb=1604569354818&jobListingId=3485951169
834,HopHR,,Principal Data Scientist | CA-Cupertino,"Cupertino, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2823&ao=148364&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_97af694b&cb=1604569354822&jobListingId=3551822419
835,Comcast,3.7,Big Data Engineering Analyst,"Sunnyvale, CA",97K-169K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2824&ao=1091461&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_ddba421a&cb=1604569354819&jobListingId=3688117603
836,DoorDash,3.9,"Software Engineer, Streaming & Realtime Data Platform","Mountain View, CA",82K-163K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2825&ao=1091461&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_16b89e64&cb=1604569354819&jobListingId=3720847055
837,Nisum,3.2,Machine Learning Engineer/Data Engineer,"Sunnyvale, CA",70K-130K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2826&ao=148364&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_f773f843&cb=1604569354820&jobListingId=3650155647
838,Apple,4.2,Machine Learning Scientist - News,"Santa Clara, CA",134K-210K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2827&ao=191997&s=58&guid=0000017597c9501ebb5e1a509d0223a2&src=GD_JOB_AD&t=SR&vt=w&cs=1_7355b17e&cb=1604569354820&jobListingId=3399526288
